Licensed historical data for LWINs (years):,15
LWIN,
Date,Liv-ex Fine Wine 100
31/07/2010,300.93
31/08/2010,303.58
30/09/2010,308.12
31/10/2010,315.65
30/11/2010,329.16
31/12/2010,336.28
31/01/2011,346.14
28/02/2011,357.45
31/03/2011,359.01
30/04/2011,358.95
31/05/2011,358.92
30/06/2011,364.69
31/07/2011,359.01
31/08/2011,344.54
30/09/2011,322.66
31/10/2011,308.03
30/11/2011,297.96
31/12/2011,286.33
31/01/2012,290.3
29/02/2012,293.66
31/03/2012,293.55
30/04/2012,289.92
31/05/2012,278.28
30/06/2012,265.12
31/07/2012,257.69
31/08/2012,258.78
30/09/2012,260.08
31/10/2012,258.4
30/11/2012,257.55
31/12/2012,260.78
31/01/2013,268.03
28/02/2013,276.31
31/03/2013,279.89
30/04/2013,276.17
31/05/2013,275.44
30/06/2013,274.22
31/07/2013,272.98
31/08/2013,272.72
30/09/2013,267.95
31/10/2013,265.18
30/11/2013,258.46
31/12/2013,257.15
31/01/2014,254.83
28/02/2014,252.5
31/03/2014,249.02
30/04/2014,246.58
31/05/2014,243.13
30/06/2014,236.02
31/07/2014,234.01
31/08/2014,236.21
30/09/2014,236.86
31/10/2014,237.89
30/11/2014,238.58
31/12/2014,238.5
31/01/2015,243.06
28/02/2015,242.11
31/03/2015,241.03
30/04/2015,242
31/05/2015,241.85
30/06/2015,244.32
31/07/2015,241.43
31/08/2015,241.64
30/09/2015,241.65
31/10/2015,240.27
30/11/2015,236.71
31/12/2015,238.26
31/01/2016,240.87
29/02/2016,243.7
31/03/2016,250.12
30/04/2016,252.75
31/05/2016,254.31
30/06/2016,259.71
31/07/2016,269.07
31/08/2016,276.83
30/09/2016,281.23
31/10/2016,291.36
30/11/2016,296.19
31/12/2016,297.33
31/01/2017,301.08
28/02/2017,302.26
31/03/2017,304.3
30/04/2017,302.69
31/05/2017,303.94
30/06/2017,307.1
31/07/2017,307.22
31/08/2017,308.67
30/09/2017,308.03
31/10/2017,308.93
30/11/2017,312.96
31/12/2017,312.69
31/01/2018,312.47
28/02/2018,312.16
31/03/2018,310.69
30/04/2018,311.66
31/05/2018,313.07
30/06/2018,316.62
31/07/2018,314.47
31/08/2018,315.98
30/09/2018,316.25
31/10/2018,313.94
30/11/2018,313.37
31/12/2018,312.05
31/01/2019,311.98
28/02/2019,309.76
31/03/2019,309.03
30/04/2019,308.53
31/05/2019,308.01
30/06/2019,309.22
31/07/2019,310.07
31/08/2019,312.37
30/09/2019,311.35
31/10/2019,308.37
30/11/2019,304.42
31/12/2019,302.56
31/01/2020,301.88
29/02/2020,302.56
31/03/2020,299.36
30/04/2020,298.46
31/05/2020,296.25
30/06/2020,299.65
31/07/2020,302.15
31/08/2020,306.06
30/09/2020,310.39
31/10/2020,313.99
30/11/2020,316.63
31/12/2020,318.99
31/01/2021,320.88
28/02/2021,322.67
31/03/2021,327.91
30/04/2021,332.86
31/05/2021,335.25
30/06/2021,337.8
31/07/2021,346.57
31/08/2021,350.93
30/09/2021,364.44
31/10/2021,372.44
30/11/2021,382.59
31/12/2021,392.52
31/01/2022,399.84
28/02/2022,401.41
31/03/2022,404.02
30/04/2022,406.82
31/05/2022,409.69
30/06/2022,412.53
31/07/2022,411.23
31/08/2022,416.61
30/09/2022,424.35
31/10/2022,422.06
30/11/2022,420.51
31/12/2022,419.64
31/01/2023,413.82
28/02/2023,415.29
31/03/2023,416.07
30/04/2023,414.04
31/05/2023,405.68
30/06/2023,393.82
31/07/2023,381.41
31/08/2023,376.55
30/09/2023,376.34
31/10/2023,369.24
30/11/2023,364.3
31/12/2023,360.37
31/01/2024,359.25
29/02/2024,355.16
31/03/2024,356.72
30/04/2024,351.93
31/05/2024,349.73
30/06/2024,348.21
31/07/2024,344.32
31/08/2024,340.77
30/09/2024,335.11
31/10/2024,335.28
30/11/2024,327.04
31/12/2024,327.63
31/01/2025,326.14
28/02/2025,323.51
31/03/2025,321.13
30/04/2025,315.7
31/05/2025,314.25
30/06/2025,311.58
