Licensed historical data for LWINs (years):,15
LWIN,
Date,Rhone 100
30/06/2010,153.39
31/07/2010,152.95
31/08/2010,151.68
30/09/2010,153.15
31/10/2010,151.15
30/11/2010,154.86
31/12/2010,156.38
31/01/2011,159.61
28/02/2011,158.64
31/03/2011,163.96
30/04/2011,167.46
31/05/2011,168.43
30/06/2011,172.04
31/07/2011,169.99
31/08/2011,166.95
30/09/2011,169.33
31/10/2011,165.86
30/11/2011,168.07
31/12/2011,168.72
31/01/2012,165.87
29/02/2012,169.22
31/03/2012,168.8
30/04/2012,168.61
31/05/2012,168.73
30/06/2012,167.76
31/07/2012,167.93
31/08/2012,167.3
30/09/2012,168.41
31/10/2012,167.74
30/11/2012,169.58
31/12/2012,173.18
31/01/2013,173.87
28/02/2013,171.55
31/03/2013,176.27
30/04/2013,174.55
31/05/2013,174.04
30/06/2013,173.92
31/07/2013,170.17
31/08/2013,174.8
30/09/2013,174.67
31/10/2013,170.82
30/11/2013,169.33
31/12/2013,170.26
31/01/2014,168.97
28/02/2014,166.51
31/03/2014,166.34
30/04/2014,166.97
31/05/2014,163.67
30/06/2014,164.81
31/07/2014,164.6
31/08/2014,163.61
30/09/2014,163.29
31/10/2014,162.94
30/11/2014,161.98
31/12/2014,160.25
31/01/2015,159.78
28/02/2015,159.81
31/03/2015,158.26
30/04/2015,157.76
31/05/2015,160.98
30/06/2015,158.84
31/07/2015,159.03
31/08/2015,154.66
30/09/2015,154.26
31/10/2015,153.68
30/11/2015,156.09
31/12/2015,155.25
31/01/2016,156.57
29/02/2016,156.92
31/03/2016,158.68
30/04/2016,160.5
31/05/2016,159.3
30/06/2016,160.82
31/07/2016,164.72
31/08/2016,167.06
30/09/2016,169.03
31/10/2016,171.68
30/11/2016,170.7
31/12/2016,173.92
31/01/2017,176.36
28/02/2017,176.72
31/03/2017,180.79
30/04/2017,182.17
31/05/2017,183.39
30/06/2017,185.05
31/07/2017,184.15
31/08/2017,184.64
30/09/2017,183.09
31/10/2017,183.34
30/11/2017,183.35
31/12/2017,183.41
31/01/2018,183.89
28/02/2018,184.37
31/03/2018,185.22
30/04/2018,187.1
31/05/2018,187.89
30/06/2018,189.72
31/07/2018,189.78
31/08/2018,190.78
30/09/2018,192.68
31/10/2018,189.68
30/11/2018,193.69
31/12/2018,196.17
31/01/2019,194.2
28/02/2019,192.15
31/03/2019,190.03
30/04/2019,192.96
31/05/2019,193.81
30/06/2019,196.95
31/07/2019,198.52
31/08/2019,196.07
30/09/2019,195.28
31/10/2019,192.54
30/11/2019,191.73
31/12/2019,190.07
31/01/2020,188.14
29/02/2020,189.3
31/03/2020,188.59
30/04/2020,188.48
31/05/2020,191.01
30/06/2020,192.55
31/07/2020,193.32
31/08/2020,193.18
30/09/2020,195.32
31/10/2020,196.34
30/11/2020,198.01
31/12/2020,199.51
31/01/2021,202.01
28/02/2021,204.01
31/03/2021,207.34
30/04/2021,208.21
31/05/2021,208.3
30/06/2021,211.69
31/07/2021,213.67
31/08/2021,214.52
30/09/2021,219.4
31/10/2021,223.6
30/11/2021,224.43
31/12/2021,228.28
31/01/2022,233.92
28/02/2022,235.79
31/03/2022,239.86
30/04/2022,239.83
31/05/2022,245.32
30/06/2022,248.33
31/07/2022,245.59
31/08/2022,245.68
30/09/2022,252.35
31/10/2022,248.73
30/11/2022,244.25
31/12/2022,241.15
31/01/2023,232.72
28/02/2023,228.56
31/03/2023,229.28
30/04/2023,225.84
31/05/2023,211.56
30/06/2023,204.93
31/07/2023,201.63
31/08/2023,200.8
30/09/2023,198.27
31/10/2023,197.49
30/11/2023,194.28
31/12/2023,193.83
31/01/2024,185.49
29/02/2024,184.53
31/03/2024,185.18
30/04/2024,183.3
31/05/2024,182.17
30/06/2024,182.45
31/07/2024,179.51
31/08/2024,180.44
30/09/2024,180.94
31/10/2024,179.44
30/11/2024,174.63
31/12/2024,174.96
31/01/2025,174.1
28/02/2025,170.07
31/03/2025,172.01
30/04/2025,172.34
31/05/2025,172.12
