Licensed historical data for LWINs (years):,15
LWIN,
Date,Liv-ex Fine Wine 1000
30/06/2010,231.61
31/07/2010,232.5
31/08/2010,235.28
30/09/2010,237.98
31/10/2010,242.29
30/11/2010,247.14
31/12/2010,254.26
31/01/2011,257.64
28/02/2011,264.4
31/03/2011,266.79
30/04/2011,271.03
31/05/2011,274.91
30/06/2011,278.7
31/07/2011,279.69
31/08/2011,273.17
30/09/2011,266.9
31/10/2011,259.8
30/11/2011,255.14
31/12/2011,253.37
31/01/2012,254.82
29/02/2012,257.47
31/03/2012,256.56
30/04/2012,255.64
31/05/2012,250.89
30/06/2012,245.47
31/07/2012,242.84
31/08/2012,242.75
30/09/2012,244.2
31/10/2012,243.7
30/11/2012,244.96
31/12/2012,247.36
31/01/2013,252.15
28/02/2013,257.09
31/03/2013,256.8
30/04/2013,257.09
31/05/2013,256.7
30/06/2013,258.65
31/07/2013,258.78
31/08/2013,258.56
30/09/2013,259.25
31/10/2013,257.54
30/11/2013,256.04
31/12/2013,254.85
31/01/2014,252.32
28/02/2014,249.76
31/03/2014,249.98
30/04/2014,247.52
31/05/2014,245.69
30/06/2014,243.53
31/07/2014,242.81
31/08/2014,242.59
30/09/2014,243.27
31/10/2014,243.33
30/11/2014,244.24
31/12/2014,243.75
31/01/2015,245.77
28/02/2015,244.91
31/03/2015,245.01
30/04/2015,245.48
31/05/2015,245.85
30/06/2015,248.11
31/07/2015,245.82
31/08/2015,245.58
30/09/2015,246.97
31/10/2015,246.47
30/11/2015,244.55
31/12/2015,245.22
31/01/2016,247.8
29/02/2016,249.3
31/03/2016,253.59
30/04/2016,254.78
31/05/2016,255.79
30/06/2016,264.35
31/07/2016,273.3
31/08/2016,281.62
30/09/2016,285.3
31/10/2016,293.6
30/11/2016,296.6
31/12/2016,299.8
31/01/2017,301.24
28/02/2017,303.15
31/03/2017,306.67
30/04/2017,306.81
31/05/2017,310.57
30/06/2017,313.89
31/07/2017,316.82
31/08/2017,321.64
30/09/2017,321.2
31/10/2017,324.47
30/11/2017,333.54
31/12/2017,330.34
31/01/2018,330.99
28/02/2018,334.75
31/03/2018,334.42
30/04/2018,337.04
31/05/2018,340.95
30/06/2018,345.61
31/07/2018,348.05
31/08/2018,350.73
30/09/2018,360.49
31/10/2018,358.15
30/11/2018,364.18
31/12/2018,363.34
31/01/2019,362.22
28/02/2019,358.4
31/03/2019,354.27
30/04/2019,353.12
31/05/2019,353.48
30/06/2019,355.92
31/07/2019,357.68
31/08/2019,359.71
30/09/2019,360.88
31/10/2019,356.62
30/11/2019,350.4
31/12/2019,348.13
31/01/2020,346.07
29/02/2020,343.39
31/03/2020,338.76
30/04/2020,337.41
31/05/2020,342.08
30/06/2020,344.82
31/07/2020,348.31
31/08/2020,348.05
30/09/2020,351.46
31/10/2020,352.47
30/11/2020,353.7
31/12/2020,356.46
31/01/2021,359.22
28/02/2021,361.45
31/03/2021,365.06
30/04/2021,369.96
31/05/2021,372.78
30/06/2021,375.97
31/07/2021,380.88
31/08/2021,385.78
30/09/2021,396.9
31/10/2021,405.4
30/11/2021,415.31
31/12/2021,424.46
31/01/2022,439.25
28/02/2022,446.23
31/03/2022,455.22
30/04/2022,460.95
31/05/2022,468.12
30/06/2022,471.65
31/07/2022,473.58
31/08/2022,474.16
30/09/2022,484.28
31/10/2022,484.99
30/11/2022,482.15
31/12/2022,480.12
31/01/2023,476.27
28/02/2023,472.49
31/03/2023,472.69
30/04/2023,468.04
31/05/2023,457
30/06/2023,447.38
31/07/2023,438.12
31/08/2023,434.46
30/09/2023,429.94
31/10/2023,424.01
30/11/2023,417.56
31/12/2023,414.58
31/01/2024,405.49
29/02/2024,400.27
31/03/2024,397.84
30/04/2024,395.05
31/05/2024,392.78
30/06/2024,388.19
31/07/2024,385.47
31/08/2024,384.9
30/09/2024,377.7
31/10/2024,374.57
30/11/2024,368.36
31/12/2024,366.21
31/01/2025,362.88
28/02/2025,358.8
31/03/2025,358.33
30/04/2025,353.64
31/05/2025,352.25
