Licensed historical data for LWINs (years):,15
LWIN,
Date,Burgundy 150
30/06/2010,202.79
31/07/2010,201.94
31/08/2010,206.87
30/09/2010,208.8
31/10/2010,212.34
30/11/2010,213.22
31/12/2010,223.2
31/01/2011,225.61
28/02/2011,236.74
31/03/2011,238.68
30/04/2011,244.59
31/05/2011,248.24
30/06/2011,258.92
31/07/2011,259.14
31/08/2011,258.92
30/09/2011,260.26
31/10/2011,258.84
30/11/2011,254.92
31/12/2011,261.79
31/01/2012,269.01
29/02/2012,274.65
31/03/2012,275.76
30/04/2012,270.55
31/05/2012,270.93
30/06/2012,271.59
31/07/2012,268.49
31/08/2012,271.21
30/09/2012,269.66
31/10/2012,267.48
30/11/2012,267.69
31/12/2012,268.66
31/01/2013,275.36
28/02/2013,282.25
31/03/2013,280.52
30/04/2013,288.56
31/05/2013,282.92
30/06/2013,287.56
31/07/2013,284.36
31/08/2013,280.07
30/09/2013,288.68
31/10/2013,290.79
30/11/2013,294.42
31/12/2013,293.29
31/01/2014,290.04
28/02/2014,288.96
31/03/2014,291.18
30/04/2014,285.98
31/05/2014,286.08
30/06/2014,287.26
31/07/2014,286.46
31/08/2014,286.85
30/09/2014,288.33
31/10/2014,290.33
30/11/2014,293.92
31/12/2014,291.05
31/01/2015,295.69
28/02/2015,292.63
31/03/2015,293.3
30/04/2015,293.52
31/05/2015,295.92
30/06/2015,296.43
31/07/2015,293.22
31/08/2015,292.6
30/09/2015,296.83
31/10/2015,303.77
30/11/2015,297.13
31/12/2015,294.87
31/01/2016,296.66
29/02/2016,299.16
31/03/2016,303.51
30/04/2016,302.34
31/05/2016,304.79
30/06/2016,320.63
31/07/2016,330.57
31/08/2016,340.41
30/09/2016,345.03
31/10/2016,353.11
30/11/2016,361.94
31/12/2016,371.4
31/01/2017,372.05
28/02/2017,376.81
31/03/2017,381.78
30/04/2017,381.05
31/05/2017,390.95
30/06/2017,396.44
31/07/2017,398.01
31/08/2017,411.38
30/09/2017,412.49
31/10/2017,422.82
30/11/2017,460.07
31/12/2017,442.73
31/01/2018,437.64
28/02/2018,454.48
31/03/2018,461.6
30/04/2018,473.56
31/05/2018,481.04
30/06/2018,490.31
31/07/2018,507.87
31/08/2018,511.78
30/09/2018,548.67
31/10/2018,555.89
30/11/2018,599.99
31/12/2018,597.07
31/01/2019,594.72
28/02/2019,576.43
31/03/2019,563.25
30/04/2019,557.64
31/05/2019,557.3
30/06/2019,559.87
31/07/2019,565.76
31/08/2019,568.96
30/09/2019,583.29
31/10/2019,570.29
30/11/2019,553.56
31/12/2019,544.75
31/01/2020,538.06
29/02/2020,530.95
31/03/2020,522.98
30/04/2020,519.33
31/05/2020,523.75
30/06/2020,525.77
31/07/2020,532.68
31/08/2020,530.65
30/09/2020,534.35
31/10/2020,532.16
30/11/2020,535.87
31/12/2020,540.01
31/01/2021,550.15
28/02/2021,558.44
31/03/2021,564.06
30/04/2021,573.48
31/05/2021,575.77
30/06/2021,583.2
31/07/2021,592.93
31/08/2021,597.01
30/09/2021,636.3
31/10/2021,661.3
30/11/2021,686.8
31/12/2021,707.49
31/01/2022,752.41
28/02/2022,779.76
31/03/2022,810.96
30/04/2022,839.05
31/05/2022,865.24
30/06/2022,876.55
31/07/2022,886.9
31/08/2022,886.54
30/09/2022,902.75
31/10/2022,909.38
30/11/2022,901.49
31/12/2022,896.11
31/01/2023,899.73
28/02/2023,880.85
31/03/2023,882.29
30/04/2023,868.86
31/05/2023,845.4
30/06/2023,821.83
31/07/2023,803.43
31/08/2023,798.86
30/09/2023,782.07
31/10/2023,769.57
30/11/2023,755.22
31/12/2023,751.27
31/01/2024,723.48
29/02/2024,710.16
31/03/2024,706.19
30/04/2024,698.3
31/05/2024,695.11
30/06/2024,678.46
31/07/2024,672.98
31/08/2024,674.19
30/09/2024,662.73
31/10/2024,656.53
30/11/2024,643.15
31/12/2024,637.38
31/01/2025,628.01
28/02/2025,620.17
31/03/2025,619.1
30/04/2025,610.99
31/05/2025,608.27
